frameNr,startPosition_x,startPosition_y,endPosition_x,endPosition_y,KeysUsed,arrowDirection,rating
734,-45.34498,53.94439,-45.57026,53.97667,A,130.3584,0
735,-45.57026,53.97667,-45.79641,54.00879,A,131.545,0
736,-45.79641,54.00879,-46.02343,54.04074,A,132.8179,0
737,-46.02343,54.04074,-46.25131,54.07254,A,134.1851,0
738,-46.25131,54.07254,-46.48005,54.10418,A,135.6554,0
739,-46.48005,54.10418,-46.70965,54.13566,A,137.2381,0
740,-46.70965,54.13566,-46.94011,54.16698,A,138.9433,0
741,-46.94011,54.16698,-47.16941,54.19815,,140.7635,0
742,-47.16941,54.19815,-47.39756,54.22916,,142.7064,0
743,-47.39756,54.22916,-47.62457,54.26001,,144.78,0
744,-47.62457,54.26001,-47.85045,54.29071,,146.9919,0
745,-47.85045,54.29071,-48.0752,54.32126,,149.349,0
746,-48.0752,54.32126,-48.29882,54.35165,,151.8574,0
747,-48.29882,54.35165,-48.52133,54.3819,,154.5215,0
748,-48.52133,54.3819,-48.74273,54.41199,,157.3436,0
749,-48.74273,54.41199,-48.96301,54.44193,,160.3232,0
750,-48.96301,54.44193,-49.1822,54.47172,,163.4565,0
751,-49.1822,54.47172,-49.40029,54.50136,,166.7353,0
752,-49.40029,54.50136,-49.61729,54.53085,,170.1471,0
753,-49.61729,54.53085,-49.8332,54.5602,,173.6746,0
754,-49.8332,54.5602,-50.04804,54.5894,,177.2959,0
755,-50.04804,54.5894,-50.2618,54.61845,,180.9847,0
756,-50.2618,54.61845,-50.47449,54.64736,,184.7117,0
757,-50.47449,54.64736,-50.68612,54.67612,,188.4457,0
758,-50.68612,54.67612,-50.89669,54.70474,,192.1552,0
759,-50.89669,54.70474,-51.10621,54.73322,,195.8098,0
760,-51.10621,54.73322,-51.31468,54.76155,,199.3818,0
761,-51.31468,54.76155,-51.52211,54.78975,,202.8474,0
762,-51.52211,54.78975,-51.7285,54.8178,,206.1869,0
763,-51.7285,54.8178,-51.93385,54.84571,,209.3858,0
764,-51.93385,54.84571,-52.13818,54.87348,,212.4342,0
765,-52.13818,54.87348,-52.34149,54.90112,,215.3263,0
766,-52.34149,54.90112,-52.54379,54.92861,,218.0603,0
767,-52.54379,54.92861,-52.74507,54.95597,,220.6372,0
768,-52.74507,54.95597,-52.94534,54.98319,,223.0608,0
769,-52.94534,54.98319,-53.14462,55.01028,,225.3362,0
770,-53.14462,55.01028,-53.34289,55.03723,,227.4701,0
771,-53.34289,55.03723,-53.54018,55.06404,,229.4699,0
772,-53.54018,55.06404,-53.73648,55.09072,,231.3434,0
773,-53.73648,55.09072,-53.9318,55.11727,,233.0986,0
774,-53.9318,55.11727,-54.12614,55.14368,,234.7432,0
775,-54.12614,55.14368,-54.31951,55.16996,,236.285,0
776,-54.31951,55.16996,-54.51191,55.19611,,237.7312,0
777,-54.51191,55.19611,-54.70335,55.22213,,239.0887,0
778,-54.70335,55.22213,-54.89384,55.24802,,240.3641,0
779,-54.89384,55.24802,-55.08337,55.27378,,241.5634,0
780,-55.08337,55.27378,-55.27195,55.29942,,242.6922,0
781,-55.27195,55.29942,-55.45959,55.32492,,243.7558,0
782,-55.45959,55.32492,-55.6463,55.3503,,244.759,0
783,-55.6463,55.3503,-55.83207,55.37555,,245.7062,0
784,-55.83207,55.37555,-56.01691,55.40067,,246.6015,0
785,-56.01691,55.40067,-56.20082,55.42567,,247.4486,0
786,-56.20082,55.42567,-56.38382,55.45054,,248.2509,0
787,-56.38382,55.45054,-56.5659,55.47528,,249.0117,0
788,-56.5659,55.47528,-56.74707,55.49991,,249.7337,0
789,-56.74707,55.49991,-56.92734,55.52441,,250.4197,0
790,-56.92734,55.52441,-57.1067,55.54879,,251.0722,0
791,-57.1067,55.54879,-57.28517,55.57305,,251.6933,0
792,-57.28517,55.57305,-57.46274,55.59718,,252.285,0
793,-57.46274,55.59718,-57.63943,55.6212,,252.8494,0
794,-57.63943,55.6212,-57.81523,55.64509,,253.3882,0
795,-57.81523,55.64509,-57.99015,55.66887,,253.9029,0
796,-57.99015,55.66887,-58.1642,55.69252,,254.3951,0
797,-58.1642,55.69252,-58.33738,55.71606,,254.8661,0
798,-58.33738,55.71606,-58.5097,55.73948,,255.3172,0
799,-58.5097,55.73948,-58.68115,55.76278,,255.7496,0
800,-58.68115,55.76278,-58.85174,55.78596,,256.1644,0
801,-58.85174,55.78596,-59.02148,55.80904,,256.5626,0
802,-59.02148,55.80904,-59.19038,55.83199,,256.9451,0
803,-59.19038,55.83199,-59.35843,55.85483,,257.3128,0
804,-59.35843,55.85483,-59.52563,55.87756,,257.6665,0
805,-59.52563,55.87756,-59.69201,55.90017,,258.007,0
806,-59.69201,55.90017,-59.85755,55.92267,,258.3348,0
807,-59.85755,55.92267,-60.02226,55.94506,,258.6509,0
808,-60.02226,55.94506,-60.18615,55.96733,,258.9556,0
809,-60.18615,55.96733,-60.34922,55.9895,,259.2497,0
810,-60.34922,55.9895,-60.51148,56.01155,,259.5336,0
811,-60.51148,56.01155,-60.67292,56.03349,,259.8078,0
812,-60.67292,56.03349,-60.83356,56.05532,,260.0728,0
813,-60.83356,56.05532,-60.99339,56.07705,,260.3292,0
814,-60.99339,56.07705,-61.15242,56.09866,,260.5771,0
815,-61.15242,56.09866,-61.31066,56.12017,,260.8171,0
816,-61.31066,56.12017,-61.46811,56.14157,,261.0496,0
817,-61.46811,56.14157,-61.62477,56.16286,,261.2747,0
818,-61.62477,56.16286,-61.78065,56.18405,,261.493,0
819,-61.78065,56.18405,-61.93375,56.20513,D,261.7032,0
820,-61.93375,56.20513,-62.08408,56.2261,D,261.9059,0
821,-62.08408,56.2261,-62.23166,56.24697,D,262.1015,0
822,-62.23166,56.24697,-62.3765,56.26774,D,262.2903,0
823,-62.3765,56.26774,-62.51862,56.2884,D,262.4727,0
824,-62.51862,56.2884,-62.65803,56.30896,D,262.649,0
825,-62.65803,56.30896,-62.79474,56.32941,D,262.8196,0
826,-62.79474,56.32941,-62.92876,56.34977,D,262.9848,0
827,-62.92876,56.34977,-63.06012,56.37002,D,263.1447,0
828,-63.06012,56.37002,-63.18882,56.39017,D,263.2997,0
829,-63.18882,56.39017,-63.31488,56.41022,D,263.45,0
830,-63.31488,56.41022,-63.4383,56.43017,D,263.5959,0
831,-63.4383,56.43017,-63.55911,56.45002,D,263.7375,0
832,-63.55911,56.45002,-63.67731,56.46977,D,263.875,0
833,-63.67731,56.46977,-63.79293,56.48942,D,264.0087,0
834,-63.79293,56.48942,-63.90597,56.50898,D,264.1387,0
835,-63.90597,56.50898,-64.01644,56.52843,D,264.2651,0
836,-64.01644,56.52843,-64.12436,56.54779,D,264.3882,0
837,-64.12436,56.54779,-64.22974,56.56705,D,264.5081,0
838,-64.22974,56.56705,-64.33259,56.58622,D,264.6249,0
839,-64.33259,56.58622,-64.43292,56.60529,D,264.7387,0
840,-64.43292,56.60529,-64.53076,56.62426,D,264.8497,0
841,-64.53076,56.62426,-64.62611,56.64314,D,264.9579,0
842,-64.62611,56.64314,-64.71898,56.66192,D,265.0637,0
843,-64.71898,56.66192,-64.80939,56.68061,D,265.1669,0
844,-64.80939,56.68061,-64.89734,56.69921,D,265.2677,0
845,-64.89734,56.69921,-64.98285,56.71772,D,265.3662,0
846,-64.98285,56.71772,-65.06593,56.73613,D,265.4626,0
847,-65.06593,56.73613,-65.14661,56.75445,D,265.5568,0
848,-65.14661,56.75445,-65.22488,56.77267,D,265.649,0
849,-65.22488,56.77267,-65.30075,56.79081,D,265.7392,0
850,-65.30075,56.79081,-65.37424,56.80886,D,265.8276,0
851,-65.37424,56.80886,-65.44537,56.82682,D,265.9141,0
852,-65.44537,56.82682,-65.51414,56.84468,D,265.999,0
853,-65.51414,56.84468,-65.58057,56.86246,D,266.0822,0
854,-65.58057,56.86246,-65.64467,56.88015,D,266.1637,0
855,-65.64467,56.88015,-65.70644,56.89775,D,266.2437,0
856,-65.70644,56.89775,-65.76591,56.91526,D,266.3222,0
857,-65.76591,56.91526,-65.82309,56.93269,D,266.3994,0
858,-65.82309,56.93269,-65.87798,56.95003,D,266.475,0
859,-65.87798,56.95003,-65.93059,56.96728,D,266.5494,0
860,-65.93059,56.96728,-65.98093,56.98444,D,266.6225,0
861,-65.98093,56.98444,-66.02903,57.00152,D,266.6944,0
862,-66.02903,57.00152,-66.07488,57.01851,D,266.7651,0
863,-66.07488,57.01851,-66.11851,57.03542,D,266.8346,0
864,-66.11851,57.03542,-66.15991,57.05224,D,266.903,0
865,-66.15991,57.05224,-66.19911,57.06898,D,266.9704,0
866,-66.19911,57.06898,-66.23611,57.08564,D,267.0368,0
867,-66.23611,57.08564,-66.27094,57.10221,D,267.1021,0
868,-66.27094,57.10221,-66.30358,57.1187,D,267.1665,0
869,-66.30358,57.1187,-66.33406,57.13511,D,267.23,0
870,-66.33406,57.13511,-66.36239,57.15143,D,267.2926,0
871,-66.36239,57.15143,-66.38858,57.16767,D,267.3544,0
872,-66.38858,57.16767,-66.41264,57.18383,D,267.4153,0
873,-66.41264,57.18383,-66.43457,57.19992,D,267.4755,0
874,-66.43457,57.19992,-66.4544,57.21592,D,267.5349,0
875,-66.4544,57.21592,-66.47213,57.23184,D,267.5935,0
876,-66.47213,57.23184,-66.48777,57.24768,D,267.6515,0
877,-66.48777,57.24768,-66.50134,57.26345,D,267.7088,0
878,-66.50134,57.26345,-66.51283,57.27913,D,267.7654,0
879,-66.51283,57.27913,-66.52227,57.29473,D,267.8214,0
880,-66.52227,57.29473,-66.52966,57.31026,D,267.8768,0
881,-66.52966,57.31026,-66.53502,57.32571,D,267.9316,0
882,-66.53502,57.32571,-66.53835,57.34108,D,267.9859,0
883,-66.53835,57.34108,-66.53966,57.35638,D,268.0397,0
884,-66.53966,57.35638,-66.53896,57.3716,D,268.0929,0
885,-66.53896,57.3716,-66.53627,57.38674,D,268.1457,0
886,-66.53627,57.38674,-66.53159,57.40181,D,268.198,0
887,-66.53159,57.40181,-66.52493,57.4168,D,268.2498,0
888,-66.52493,57.4168,-66.51631,57.43172,D,268.3012,0
889,-66.51631,57.43172,-66.50573,57.44656,D,268.3523,0
890,-66.50573,57.44656,-66.4932,57.46133,D,268.4029,0
891,-66.4932,57.46133,-66.47874,57.47602,D,268.4532,0
892,-66.47874,57.47602,-66.46234,57.49064,D,268.5031,0
893,-66.46234,57.49064,-66.44403,57.50519,D,268.5527,0
894,-66.44403,57.50519,-66.42381,57.51966,D,268.602,0
895,-66.42381,57.51966,-66.4017,57.53406,D,268.651,0
896,-66.4017,57.53406,-66.37769,57.54839,D,268.6998,0
897,-66.37769,57.54839,-66.3518,57.56265,D,268.7482,0
898,-66.3518,57.56265,-66.32404,57.57684,D,268.7965,0
899,-66.32404,57.57684,-66.29443,57.59095,D,268.8445,0
900,-66.29443,57.59095,-66.26295,57.605,D,268.8923,0
901,-66.26295,57.605,-66.22964,57.61898,D,268.94,0
902,-66.22964,57.61898,-66.19449,57.63288,D,268.9875,0
903,-66.19449,57.63288,-66.15752,57.64672,D,269.0348,0
904,-66.15752,57.64672,-66.11873,57.66048,D,269.082,0
905,-66.11873,57.66048,-66.07813,57.67418,D,269.1291,0
906,-66.07813,57.67418,-66.03574,57.68781,D,269.1761,0
907,-66.03574,57.68781,-65.99157,57.70137,D,269.223,0
908,-65.99157,57.70137,-65.94561,57.71487,D,269.2698,0
909,-65.94561,57.71487,-65.89788,57.72829,D,269.3167,0
910,-65.89788,57.72829,-65.84839,57.74165,D,269.3634,0
911,-65.84839,57.74165,-65.79715,57.75494,D,269.4102,0
912,-65.79715,57.75494,-65.74416,57.76817,D,269.4569,0
913,-65.74416,57.76817,-65.68945,57.78133,D,269.5037,0
914,-65.68945,57.78133,-65.633,57.79442,D,269.5505,0
915,-65.633,57.79442,-65.57483,57.80745,D,269.5973,0
916,-65.57483,57.80745,-65.51495,57.82041,D,269.6443,0
917,-65.51495,57.82041,-65.45338,57.83331,D,269.6913,0
918,-65.45338,57.83331,-65.39011,57.84614,D,269.7384,0
919,-65.39011,57.84614,-65.32516,57.85891,D,269.7857,0
920,-65.32516,57.85891,-65.25854,57.87162,D,269.8331,0
921,-65.25854,57.87162,-65.19025,57.88426,D,269.8807,0
922,-65.19025,57.88426,-65.12029,57.89684,D,269.9284,0
923,-65.12029,57.89684,-65.04869,57.90936,D,269.9764,0
924,-65.04869,57.90936,-64.97545,57.92181,D,270.0246,0
925,-64.97545,57.92181,-64.90057,57.9342,D,270.0731,0
926,-64.90057,57.9342,-64.82407,57.94653,D,270.1218,0
927,-64.82407,57.94653,-64.74596,57.9588,D,270.1707,0
928,-64.74596,57.9588,-64.66623,57.97101,D,270.22,0
929,-64.66623,57.97101,-64.5849,57.98315,D,270.2697,0
930,-64.5849,57.98315,-64.50198,57.99524,D,270.3197,0
931,-64.50198,57.99524,-64.41747,58.00726,D,270.3701,0
932,-64.41747,58.00726,-64.33138,58.01923,D,270.4208,0
933,-64.33138,58.01923,-64.24372,58.03113,D,270.472,0
934,-64.24372,58.03113,-64.1545,58.04298,D,270.5237,0
935,-64.1545,58.04298,-64.06373,58.05476,D,270.5759,0
936,-64.06373,58.05476,-63.97141,58.06649,D,270.6285,0
937,-63.97141,58.06649,-63.87755,58.07816,D,270.6817,0
938,-63.87755,58.07816,-63.78217,58.08977,D,270.7355,0
939,-63.78217,58.08977,-63.68526,58.10132,D,270.7899,0
940,-63.68526,58.10132,-63.58683,58.11281,D,270.8449,0
941,-63.58683,58.11281,-63.4869,58.12425,D,270.9006,0
942,-63.4869,58.12425,-63.38546,58.13563,D,270.957,0
943,-63.38546,58.13563,-63.28254,58.14695,D,271.0141,0
944,-63.28254,58.14695,-63.17812,58.15821,D,271.072,0
945,-63.17812,58.15821,-63.07224,58.16942,D,271.1307,0
946,-63.07224,58.16942,-62.96487,58.18058,D,271.1902,0
947,-62.96487,58.18058,-62.85605,58.19167,D,271.2507,0
948,-62.85605,58.19167,-62.74577,58.20272,D,271.3121,0
949,-62.74577,58.20272,-62.63404,58.2137,D,271.3746,0
950,-62.63404,58.2137,-62.52087,58.22464,D,271.438,0
951,-62.52087,58.22464,-62.40627,58.23551,D,271.5026,0
952,-62.40627,58.23551,-62.29024,58.24633,D,271.5682,0
953,-62.29024,58.24633,-62.17279,58.2571,D,271.6351,0
954,-62.17279,58.2571,-62.05392,58.26782,D,271.7033,0
955,-62.05392,58.26782,-61.93365,58.27848,D,271.7728,0
956,-61.93365,58.27848,-61.81399,58.28909,,271.8434,0
957,-61.81399,58.28909,-61.69492,58.29964,,271.915,0
958,-61.69492,58.29964,-61.57645,58.31015,,271.9878,0
959,-61.57645,58.31015,-61.45856,58.32059,,272.0618,0
960,-61.45856,58.32059,-61.34127,58.33099,,272.1369,0
961,-61.34127,58.33099,-61.22457,58.34134,,272.2132,0
962,-61.22457,58.34134,-61.10844,58.35163,,272.2908,0
963,-61.10844,58.35163,-60.9929,58.36187,,272.3696,0
964,-60.9929,58.36187,-60.87794,58.37207,,272.4497,0
965,-60.87794,58.37207,-60.76355,58.38221,,272.5311,0
966,-60.76355,58.38221,-60.64974,58.3923,,272.6139,0
967,-60.64974,58.3923,-60.53649,58.40234,,272.6981,0
968,-60.53649,58.40234,-60.42381,58.41233,,272.7837,0
969,-60.42381,58.41233,-60.31169,58.42226,,272.8707,0
970,-60.31169,58.42226,-60.20013,58.43215,,272.9592,0
971,-60.20013,58.43215,-60.08913,58.44199,,273.0493,0
972,-60.08913,58.44199,-59.97869,58.45178,,273.1409,0
973,-59.97869,58.45178,-59.8688,58.46152,,273.2341,0
974,-59.8688,58.46152,-59.75945,58.47122,,273.329,0
975,-59.75945,58.47122,-59.65066,58.48086,,273.4255,0
976,-59.65066,58.48086,-59.5424,58.49046,,273.5238,0
977,-59.5424,58.49046,-59.43469,58.50001,,273.6239,0
978,-59.43469,58.50001,-59.32752,58.50951,,273.7258,0
979,-59.32752,58.50951,-59.22088,58.51896,,273.8295,0
980,-59.22088,58.51896,-59.11478,58.52837,,273.9352,0
981,-59.11478,58.52837,-59.00921,58.53772,,274.0428,0
982,-59.00921,58.53772,-58.90416,58.54704,,274.1525,0
983,-58.90416,58.54704,-58.79964,58.5563,,274.2643,0
984,-58.79964,58.5563,-58.69565,58.56552,,274.3781,0
985,-58.69565,58.56552,-58.59217,58.5747,,274.4942,0
986,-58.59217,58.5747,-58.48921,58.58382,,274.6126,0
987,-58.48921,58.58382,-58.38677,58.59291,,274.7333,0
988,-58.38677,58.59291,-58.28484,58.60194,,274.8564,0
989,-58.28484,58.60194,-58.18341,58.61094,,274.9819,0
990,-58.18341,58.61094,-58.08249,58.61988,,275.1099,0
991,-58.08249,58.61988,-57.98208,58.62878,,275.2406,0
992,-57.98208,58.62878,-57.88217,58.63764,,275.3739,0
993,-57.88217,58.63764,-57.78276,58.64645,,275.51,0
994,-57.78276,58.64645,-57.68385,58.65522,,275.649,0
995,-57.68385,58.65522,-57.58543,58.66394,,275.7909,0
996,-57.58543,58.66394,-57.4875,58.67263,,275.9358,0
997,-57.4875,58.67263,-57.39007,58.68126,,276.0838,0
998,-57.39007,58.68126,-57.29312,58.68986,,276.235,0
999,-57.29312,58.68986,-57.19665,58.69841,,276.3896,0
1000,-57.19665,58.69841,-57.10067,58.70692,,276.5476,0
1001,-57.10067,58.70692,-57.00517,58.71538,,276.709,0
1002,-57.00517,58.71538,-56.91014,58.7238,,276.8742,0
1003,-56.91014,58.7238,-56.81559,58.73219,,277.0432,0
1004,-56.81559,58.73219,-56.72152,58.74052,,277.2159,0
1005,-56.72152,58.74052,-56.62791,58.74882,,277.3928,0
1006,-56.62791,58.74882,-56.53477,58.75708,,277.5738,0
1007,-56.53477,58.75708,-56.4421,58.76529,,277.7591,0
1008,-56.4421,58.76529,-56.34989,58.77347,,277.9489,0
1009,-56.34989,58.77347,-56.25814,58.7816,,278.1432,0
1010,-56.25814,58.7816,-56.16685,58.78969,,278.3423,0
1011,-56.16685,58.78969,-56.07602,58.79774,,278.5464,0
1012,-56.07602,58.79774,-55.98564,58.80576,,278.7556,0
1013,-55.98564,58.80576,-55.89571,58.81373,,278.9701,0
1014,-55.89571,58.81373,-55.80624,58.82166,,279.1901,0
1015,-55.80624,58.82166,-55.71721,58.82955,,279.4158,0
1016,-55.71721,58.82955,-55.62862,58.83741,,279.6475,0
1017,-55.62862,58.83741,-55.54048,58.84522,,279.8852,0
1018,-55.54048,58.84522,-55.45278,58.85299,,280.1294,0
1019,-55.45278,58.85299,-55.36552,58.86073,,280.3801,0
1020,-55.36552,58.86073,-55.27869,58.86843,,280.6378,0
1021,-55.27869,58.86843,-55.1923,58.87609,,280.9026,0
1022,-55.1923,58.87609,-55.10634,58.88371,,281.175,0
1023,-55.10634,58.88371,-55.02081,58.89129,,281.455,0
1024,-55.02081,58.89129,-54.93571,58.89884,,281.7431,0
1025,-54.93571,58.89884,-54.85103,58.90635,,282.0396,0
1026,-54.85103,58.90635,-54.76677,58.91381,,282.3449,0
1027,-54.76677,58.91381,-54.68294,58.92125,,282.6593,0
1028,-54.68294,58.92125,-54.59953,58.92864,,282.9832,0
1029,-54.59953,58.92864,-54.51653,58.936,,283.317,0
1030,-54.51653,58.936,-54.43395,58.94332,,283.6613,0
1031,-54.43395,58.94332,-54.35178,58.9506,,284.0163,0
1032,-54.35178,58.9506,-54.27003,58.95785,,284.3827,0
1033,-54.27003,58.95785,-54.18868,58.96506,,284.7609,0
1034,-54.18868,58.96506,-54.10773,58.97223,,285.1514,0
1035,-54.10773,58.97223,-54.0252,58.97937,D,285.5627,0
1036,-54.0252,58.97937,-53.94107,58.98648,D,285.9964,0
1037,-53.94107,58.98648,-53.85537,58.99355,D,286.4542,0
1038,-53.85537,58.99355,-53.76809,59.00058,D,286.9383,0
1039,-53.76809,59.00058,-53.67925,59.00758,D,287.4508,0
1040,-53.67925,59.00758,-53.58885,59.01454,D,287.9943,0
1041,-53.58885,59.01454,-53.49691,59.02147,D,288.5717,0
1042,-53.49691,59.02147,-53.40343,59.02836,D,289.186,0
1043,-53.40343,59.02836,-53.30841,59.03522,D,289.8408,0
1044,-53.30841,59.03522,-53.21187,59.04204,D,290.5401,0
1045,-53.21187,59.04204,-53.11381,59.04883,D,291.2883,0
1046,-53.11381,59.04883,-53.01424,59.05559,D,292.0905,0
1047,-53.01424,59.05559,-52.91317,59.06231,D,292.9524,0
1048,-52.91317,59.06231,-52.81061,59.069,D,293.8805,0
1049,-52.81061,59.069,-52.70655,59.07565,D,294.8823,0
1050,-52.70655,59.07565,-52.60102,59.08228,D,295.9662,0
1051,-52.60102,59.08228,-52.49401,59.08886,D,297.1419,0
1052,-52.49401,59.08886,-52.38554,59.09542,D,298.4205,0
1053,-52.38554,59.09542,-52.27562,59.10194,D,299.8145,0
1054,-52.27562,59.10194,-52.16424,59.10844,D,301.3387,0
1055,-52.16424,59.10844,-52.05142,59.11489,D,303.0094,0
1056,-52.05142,59.11489,-51.93716,59.12132,D,304.8459,0
1057,-51.93716,59.12132,-51.82148,59.12772,D,306.8696,0
1058,-51.82148,59.12772,-51.70437,59.13408,D,309.1049,0
1059,-51.70437,59.13408,-51.58585,59.14041,D,311.5787,0
1060,-51.58585,59.14041,-51.46592,59.14671,D,314.3206,0
1061,-51.46592,59.14671,-51.34459,59.15297,D,317.3621,0
1062,-51.34459,59.15297,-51.22186,59.15921,D,320.7347,0
1063,-51.22186,59.15921,-51.09776,59.16541,D,324.4682,0
1064,-51.09776,59.16541,-50.97227,59.17159,D,328.5867,0
1065,-50.97227,59.17159,-50.84741,59.17773,,333.0316,0
1066,-50.84741,59.17773,-50.72317,59.18384,,337.7834,0
1067,-50.72317,59.18384,-50.59956,59.18992,,342.8034,0
1068,-50.59956,59.18992,-50.47656,59.19597,,348.0322,0
1069,-50.47656,59.19597,-50.35418,59.20199,,353.3917,0
1070,-50.35418,59.20199,-50.23241,59.20798,,358.7911,0
1071,-50.23241,59.20798,-50.11124,59.21394,,4.13564,0
1072,-50.11124,59.21394,-49.99069,59.21987,,9.335898,0
1073,-49.99069,59.21987,-49.87074,59.22577,,14.31661,0
1074,-49.87074,59.22577,-49.75138,59.23164,,19.02162,0
1075,-49.75138,59.23164,-49.63263,59.23749,,23.41525,0
1076,-49.63263,59.23749,-49.51446,59.2433,,27.48115,0
1077,-49.51446,59.2433,-49.39689,59.24908,,31.21815,0
1078,-49.39689,59.24908,-49.2799,59.25484,,34.63646,0
1079,-49.2799,59.25484,-49.16351,59.26057,,37.75375,0
1080,-49.16351,59.26057,-49.04769,59.26627,,40.59198,0
1081,-49.04769,59.26627,-48.93245,59.27193,,43.17479,0
1082,-48.93245,59.27193,-48.81779,59.27758,,45.52592,0
1083,-48.81779,59.27758,-48.7037,59.28319,,47.66833,0
1084,-48.7037,59.28319,-48.59018,59.28877,,49.62325,0
1085,-48.59018,59.28877,-48.47723,59.29433,,51.41024,0
1086,-48.47723,59.29433,-48.36485,59.29986,,53.04704,0
1087,-48.36485,59.29986,-48.25302,59.30536,,54.5494,0
1088,-48.25302,59.30536,-48.14176,59.31083,,55.93135,0
1089,-48.14176,59.31083,-48.03105,59.31628,,57.20538,0
1090,-48.03105,59.31628,-47.9209,59.3217,,58.38251,0
1091,-47.9209,59.3217,-47.81129,59.32709,,59.47258,0
1092,-47.81129,59.32709,-47.70224,59.33245,,60.48411,0
1093,-47.70224,59.33245,-47.59373,59.33779,,61.42471,0
1094,-47.59373,59.33779,-47.48576,59.3431,,62.30113,0
1095,-47.48576,59.3431,-47.37833,59.34838,,63.11937,0
1096,-47.37833,59.34838,-47.27144,59.35365,,63.88463,0
1097,-47.27144,59.35365,-47.16508,59.35888,,64.60172,0
1098,-47.16508,59.35888,-47.05926,59.36409,,65.2748,0
1099,-47.05926,59.36409,-46.95396,59.36927,,65.90765,0
1100,-46.95396,59.36927,-46.84919,59.37442,,66.50365,0
1101,-46.84919,59.37442,-46.74495,59.37755,S,67.09382,0
1102,-46.74495,59.37755,-46.64122,59.37866,S,67.67899,0
1103,-46.64122,59.37866,-46.53802,59.37777,S,68.25985,0
1104,-46.53802,59.37777,-46.43533,59.37488,S,68.83698,0
1105,-46.43533,59.37488,-46.33315,59.37001,S,69.41096,0
1106,-46.33315,59.37001,-46.23149,59.36316,S,69.98222,0
1107,-46.23149,59.36316,-46.13033,59.35434,S,70.55117,0
1108,-46.13033,59.35434,-46.02968,59.34357,S,71.11819,0
1109,-46.02968,59.34357,-45.92953,59.33085,S,71.68358,0
1110,-45.92953,59.33085,-45.82988,59.3162,S,72.24764,0
1111,-45.82988,59.3162,-45.73074,59.29962,S,72.81062,0
1112,-45.73074,59.29962,-45.63208,59.28112,S,73.37278,0
1113,-45.63208,59.28112,-45.53392,59.26072,S,73.9343,0
1114,-45.53392,59.26072,-45.43626,59.23841,S,74.49537,0
1115,-45.43626,59.23841,-45.33908,59.21422,S,75.05611,0
1116,-45.33908,59.21422,-45.24238,59.18815,S,75.61668,0
1117,-45.24238,59.18815,-45.14617,59.16021,S,76.17714,0
1118,-45.14617,59.16021,-45.05044,59.13041,S,76.73767,0
1119,-45.05044,59.13041,-44.95519,59.09876,S,77.29831,0
1120,-44.95519,59.09876,-44.86041,59.06527,S,77.85915,0
1121,-44.86041,59.06527,-44.76611,59.02994,S,78.42021,0
1122,-44.76611,59.02994,-44.67228,58.99279,S,78.98158,0
1123,-44.67228,58.99279,-44.57892,58.95383,S,79.54329,0
1124,-44.57892,58.95383,-44.48602,58.91306,S,80.10536,0
1125,-44.48602,58.91306,-44.39359,58.8705,S,80.66782,0
1126,-44.39359,58.8705,-44.30162,58.82615,S,81.23067,0
1127,-44.30162,58.82615,-44.21012,58.78001,S,81.79392,0
1128,-44.21012,58.78001,-44.11907,58.73211,S,82.35755,0
1129,-44.11907,58.73211,-44.02847,58.68245,S,82.92156,0
1130,-44.02847,58.68245,-43.93833,58.63104,S,83.48592,0
1131,-43.93833,58.63104,-43.84864,58.57789,S,84.05061,0
1132,-43.84864,58.57789,-43.7594,58.523,S,84.61562,0
1133,-43.7594,58.523,-43.6706,58.46638,S,85.18089,0
1134,-43.6706,58.46638,-43.58225,58.40805,S,85.74639,0
1135,-43.58225,58.40805,-43.49434,58.35001,,86.29512,0
1136,-43.49434,58.35001,-43.40687,58.29226,,86.82763,0
1137,-43.40687,58.29226,-43.31984,58.2348,,87.34459,0
1138,-43.31984,58.2348,-43.23324,58.17763,,87.84657,0
1139,-43.23324,58.17763,-43.14708,58.12074,,88.33415,0
1140,-43.14708,58.12074,-43.06134,58.06414,,88.80782,0
1141,-43.06134,58.06414,-42.97604,58.00782,,89.26813,0
1142,-42.97604,58.00782,-42.89116,57.95178,,89.71556,0
1143,-42.89116,57.95178,-42.8067,57.89602,,90.15063,0
1144,-42.8067,57.89602,-42.72267,57.84054,,90.57377,0
1145,-42.72267,57.84054,-42.63905,57.78534,,90.98538,0
1146,-42.63905,57.78534,-42.55586,57.73041,,91.3859,0
1147,-42.55586,57.73041,-42.47308,57.67575,,91.77576,0
1148,-42.47308,57.67575,-42.39072,57.62138,,92.1553,0
1149,-42.39072,57.62138,-42.30877,57.56727,,92.52491,0
1150,-42.30877,57.56727,-42.22722,57.51343,,92.88493,0
1151,-42.22722,57.51343,-42.14609,57.45987,,93.23568,0
1152,-42.14609,57.45987,-42.06536,57.40657,,93.57751,0
1153,-42.06536,57.40657,-41.98503,57.35353,,93.91072,0
1154,-41.98503,57.35353,-41.90511,57.30077,,94.23563,0
1155,-41.90511,57.30077,-41.82558,57.24826,,94.55247,0
1156,-41.82558,57.24826,-41.74645,57.19602,,94.86156,0
1157,-41.74645,57.19602,-41.66772,57.14404,,95.16313,0
1158,-41.66772,57.14404,-41.58938,57.09232,,95.45747,0
